"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",1653.202,"E"
"AUS","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",1692.236,"E"
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1970",2.944,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1971",2.921,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1972",2.909,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1973",2.97,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1974",3.22,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1975",4.414,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1976",4.586,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1977",4.568,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1978",4.727,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1979",4.61,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1980",4.72,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1981",4.465,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1982",4.427,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1983",4.339,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1984",4.344,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1985",4.482,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1986",4.565,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1987",4.779,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1988",4.743,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1989",4.715,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1990",5.74,"B"
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1991",5.792,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1992",6.048,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1993",6.467,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1994",6.828,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1995",6.716,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1996",6.661,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1997",6.781,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1998",6.902,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","1999",7.037,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2000",6.952,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2001",6.953,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2002",7.027,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2003",7.112,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2004",7.125,"B"
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2005",7.122,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2006",7.091,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2007",7.089,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2008",7.29,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2009",7.68,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",7.63,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",7.481,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",7.617,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",7.612,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",7.673,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",7.678,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",7.663,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",7.661,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",7.706,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2019",7.831,"P"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1970",1.895,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1971",1.848,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1972",1.856,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1973",1.888,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1974",1.866,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1975",2.093,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1976",2.154,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1977",2.113,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1978",2.222,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1979",2.314,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1980",2.302,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1981",1.56,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1982",1.572,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1983",1.493,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1984",1.535,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1985",1.526,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1986",1.55,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1987",1.626,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1988",1.653,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1989",1.825,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1990",1.977,"B"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1991",1.99,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1992",2.029,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1993",2.134,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1994",2.162,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1995",2.208,"B"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1996",2.223,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1997",2.203,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1998",2.248,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1999",2.265,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2000",2.252,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2001",2.317,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2002",2.368,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2003",2.435,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2004",2.585,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2005",2.505,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2006",2.44,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2007",2.444,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2008",2.435,
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2009",2.546,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2010",2.591,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2011",2.545,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2012",2.583,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2013",2.674,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2014",2.695,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2015",2.69,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2016",2.698,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2017",2.695,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2018",2.61,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2019",2.577,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1970",60.841,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1971",61.25,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1972",61.053,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1973",61.138,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1974",63.315,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1975",67.838,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1976",68.043,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1977",68.377,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1978",68.022,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1979",66.582,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1980",67.217,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1981",74.109,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1982",73.791,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1983",74.398,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1984",73.894,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1985",74.599,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1986",74.656,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1987",74.613,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1988",74.154,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1989",72.092,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1990",74.378,"B"
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1991",74.422,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1992",74.883,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1993",75.191,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1994",75.953,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1995",75.257,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1996",74.98,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1997",75.482,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1998",75.432,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1999",75.647,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2000",75.537,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2001",75.009,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2002",74.797,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2003",74.498,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2004",73.38,"B"
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2005",73.975,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2006",74.4,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2007",74.365,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2008",74.959,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2009",75.1,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2010",74.647,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2011",74.614,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2012",74.678,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2013",74.006,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2014",74.011,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2015",74.058,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2016",73.961,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2017",73.978,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2018",74.702,
"AUT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2019",75.24,"P"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1970",39.159,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1971",38.749,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1972",38.947,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1973",38.862,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1974",36.685,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1975",32.161,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1976",31.957,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1977",31.623,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1978",31.978,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1979",33.418,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1980",32.782,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1981",25.891,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1982",26.21,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1983",25.602,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1984",26.106,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1985",25.401,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1986",25.344,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1987",25.387,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1988",25.846,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1989",27.908,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1990",25.622,"B"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1991",25.578,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1992",25.117,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1993",24.809,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1994",24.047,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1995",24.743,"B"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1996",25.02,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1997",24.518,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1998",24.568,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1999",24.353,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2000",24.463,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2001",24.991,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2002",25.203,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2003",25.502,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2004",26.62,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2005",26.025,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2006",25.6,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2007",25.635,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2008",25.041,
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2009",24.9,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2010",25.353,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2011",25.386,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2012",25.322,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2013",25.994,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2014",25.989,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2015",25.942,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2016",26.039,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2017",26.022,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2018",25.298,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2019",24.76,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1970",105.401,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1971",115.828,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1972",127.634,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1973",145.287,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1974",179.132,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1975",262.35,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1976",298.779,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1977",332.138,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1978",371.024,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1979",415.532,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1980",477.415,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1981",488.487,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1982",519.094,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1983",547.371,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1984",568.713,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1985",617.847,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1986",663.372,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1987",732.601,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1988",778.784,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1989",837.529,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",1101.53,"B"
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1991",1179.134,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",1277.034,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",1389.749,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",1530.853,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",1568.591,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",1619.276,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",1708.508,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",1830.733,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",1943.622,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",2116.98,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",2143.446,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",2319.478,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",2382.235,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",2502.907,"B"
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",2571.288,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",2702.425,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",2821.553,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",3005.333,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",3079.094,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",3177.825,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",3242.115,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",3426.502,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",3527.936,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",3595.68,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3662.009,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3842.551,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",3965.531,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",4137.249,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",4402.307,"P"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1970",67.839,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1971",73.277,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1972",81.42,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1973",92.352,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1974",103.792,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1975",124.377,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1976",140.327,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1977",153.609,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1978",174.422,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1979",208.555,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1980",232.838,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1981",170.656,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1982",184.376,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1983",188.36,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1984",200.917,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1985",210.38,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1986",225.202,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1987",249.272,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1988",271.438,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1989",324.218,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1990",379.454,"B"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1991",405.254,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1992",428.33,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1993",458.536,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1994",484.668,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1995",515.71,"B"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1996",540.327,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1997",554.947,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1998",596.25,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1999",625.721,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2000",685.596,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2001",714.14,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2002",781.542,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2003",815.492,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2004",907.99,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2005",904.58,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2006",929.848,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2007",972.659,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2008",1003.974,
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2009",1020.919,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2010",1079.305,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2011",1103.043,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2012",1161.841,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2013",1239.147,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",1262.652,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",1282.762,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",1352.809,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",1394.891,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",1401.098,"D"
"AUT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",1448.748,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","1992",5.665,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","1993",5.701,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","1994",5.502,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","1995",5.774,"B"
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","1996",6.109,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","1997",5.785,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","1998",5.833,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","1999",5.938,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2000",5.968,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2001",6.146,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2002",6.139,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2003",6.797,"B"
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2004",7,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2005",6.904,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2006",6.813,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2007",6.782,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2008",7.276,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2009",7.881,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",7.786,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",7.901,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",8.035,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",8.028,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",7.919,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",7.901,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",7.824,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",7.904,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",7.823,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2019",7.864,"E"
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","1995",1.745,"B"
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","1996",1.705,
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","1997",1.89,
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","1998",1.965,
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","1999",2.024,
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","2000",2.031,
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","2001",2.004,
